Animal type,Country,Weight kg,Body Length cm,Gender,Latitude,Longitude,Animal name,Observation date,Data compiled by
red squirrel,Czech Republic,0.288,18.0,Male,49.937839,14.179075,Unknown,2024-04-06,John Johnson
red squirrel,Czech Republic,0.313,22.0,Female,49.939308,14.180747,Unknown,2024-04-06,John Johnson
European bison,Poland,1100.0,350.0,Male,52.803316,23.686301,Unknown,2024-04-07,Anne Anthony
hedgehog,Hungary,0.9,16.0,Female,47.506638,18.940091,Unknown,2024-04-07,Anne Anthony
lynx,Poland,23.0,73.0,Male,52.823016,23.812286,Unknown,2024-04-07,Anne Anthony
red squirrel,Hungary,0.319,18.0,Male,47.508665,18.940456,Unknown,2024-04-07,Anne Anthony
red squirrell,Hungary,0.28,21.0,Female,47.510978,18.942963,Unknown,2024-04-07,Anne Anthony
red squirrel,Austria,0.264,22.0,Female,47.857586,15.081328,Unknown,2024-04-07,Bob Bobson
red squirrel,Austria,0.334,19.0,Male,47.856971,15.078984,Unknown,2024-04-07,Bob Bobson
red squirrel,Austria,0.278,21.0,Male,47.856769,15.076411,Unknown,2024-04-07,Bob Bobson
red squirrel,Austria,0.333,22.0,Female,47.855379,15.077237,Lola,2024-04-07,Bob Bobson
red squirrel,Austria,0.323,23.0,Male,47.856015,15.08325,Unknown,2024-04-07,Bob Bobson
hedgehog,Slovakia,1.1,16.0,Female,48.413154,18.875356,Unknown,2024-04-07,John Johnson
red squirrel,Poland,0.265,22.0,Female,50.041147,19.95046,Unknown,2024-04-08,Anne Anthony
red squirrel,Austria,0.27,23.0,Female,47.853881,15.078367,Unknown,2024-04-08,Bob Bobson
red squirrel,Austria,0.299,19.0,Female,47.854855,15.082168,Sissi,2024-04-08,Bob Bobson
red squirrel,Austria,0.3,21.0,Male,47.855216,15.078877,Unknown,2024-04-08,Bob Bobson
red squirrel,Austria,0.338,19.0,Male,47.857495,15.07895,Unknown,2024-04-08,Bob Bobson
red squirrel,Austria,0.285,21.0,Female,47.853875,15.078745,Unknown,2024-04-08,Bob Bobson
red squirrel,Austria,0.333,19.0,Female,47.854756,15.082892,Sissi,2024-04-08,Bob Bobson
red squirrel,Austria,0.323,23.0,Male,47.854099,15.076812,Unknown,2024-04-08,Bob Bobson
European bison,CC,560.0,250.0,Female,50.645077,14.840304,Unknown,2024-04-08,John Johnson
hedgehog,Slovakia,1.1,25.0,Male,48.41259,18.87302,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.346,21.0,Male,49.057599,22.422203,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.26,18.0,Male,49.053175,22.414666,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.329,20.0,Male,49.054663,22.412082,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.33,21.0,Female,49.055275,22.41421,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.271,23.0,Male,49.052914,22.42299,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.298,18.0,Female,49.055453,22.423536,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.281,23.0,Male,49.056583,22.415432,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.316,22.0,Female,49.054586,22.41368,Unknown,2024-04-08,John Johnson
red squirrel,Slovakia,0.265,18.0,Male,49.056946,22.424916,Unknown,2024-04-08,John Johnson
red squirrel,Poland,0.296,22.0,Male,50.041497,19.950657,Unknown,2024-04-09,Anne Anthony
red squirrel,Hungary,0.257,20.0,Female,47.509375,18.939808,Unknown,2024-04-09,Anne Anthony
red squirrel,Czech Republic,0.313,21.0,Male,49.937425,14.182723,Unknown,2024-04-09,John Johnson
red squirrel,Czech Republic,0.282,19.0,Female,49.939072,14.180063,Unknown,2024-04-09,John Johnson
European bison,Poland,486.0,235.0,Female,52.809086,23.696425,Unknown,2024-04-10,Anne Anthony
lynx,Poland,22.0,78.0,Male,52.821625,23.818063,Unknown,2024-04-10,Anne Anthony
hedgehog,Slovakia,1.2,26.0,Male,48.409469,18.861715,Unknown,2024-04-10,John Johnson
red squirrel,Czech Republic,0.257,21.0,Male,50.107147,14.347009,Unknown,2024-04-10,John Johnson
European bison,Poland,610.0,281.0,Female,52.810989,23.689137,Unknown,2024-04-11,Anne Anthony
hedgehog,Hungary,0.8,17.0,Female,47.507081,18.939062,Unknown,2024-04-11,Anne Anthony
red squirrel,Poland,0.325,20.0,Female,50.041347,19.950773,Unknown,2024-04-11,Anne Anthony
red squirrel,Hungary,0.275,21.0,Female,47.506071,18.949311,Unknown,2024-04-11,Anne Anthony
red squirrel,Hungary,0.285,20.0,Male,47.509655,18.943576,Unknown,2024-04-11,Anne Anthony
red squirrel,Australia,0.31,23.0,Male,47.856092,15.083547,Unknown,2024-04-11,Bob Bobson
red squirrel,Austria,0.256,19.0,Male,47.854876,15.08295,Unknown,2024-04-11,Bob Bobson
red squirrel,Austria,0.285,23.0,Male,47.857535,15.078083,Unknown,2024-04-11,Bob Bobson
red squirrel,Germany,0.303,19.0,Female,48.162437,11.494298,Unknown,2024-04-11,Bob Bobson
red squirrel,Germany,0.273,19.0,Male,48.161106,11.48991,Unknown,2024-04-11,Bob Bobson
red squirrel,Germany,0.267,22.0,Female,48.161385,11.492571,Unknown,2024-04-11,Bob Bobson
red squirrel,Germany,0.258,20.0,Female,48.162137,11.494415,Unknown,2024-04-11,Bob Bobson
red squirrel,Germany,0.296,18.0,Male,48.162162,11.493917,Unknown,2024-04-11,Bob Bobson
lynx,Slovakia,22.0,88.0,Male,48.40855,18.864935,Unknown,2024-04-11,John Johnson
red squirrel,Czech Republic,0.308,22.0,Female,50.106721,14.346231,Unknown,2024-04-11,John Johnson
European bison,Poland,853.0,287.0,Male,52.80356,23.690378,Unknown,2024-04-12,Anne Anthony
red squirrel,Germany,0.302,18.0,Female,48.160992,11.495374,Unknown,2024-04-12,Bob Bobson
hedgehog,Slovakia,1.0,20.0,Female,48.408713,18.863829,Unknown,2024-04-12,John Johnson
red squirrel,Czech Republic,0.325,21.0,Female,50.106483,14.348192,Unknown,2024-04-12,John Johnson
hedgehog,HU,1.2,23.0,Male,47.511267,18.940191,Unknown,2024-04-13,Anne Anthony
red squirrel,Poland,0.264,20.0,Male,50.041366,19.949936,Unknown,2024-04-13,Anne Anthony
red squirrel,Poland,0.3315,21.0,Male,50.041573,19.94985,Unknown,2024-04-13,Anne Anthony
red squirrel,Poland,0.32,23.0,Female,50.041554,19.95113,Unknown,2024-04-13,Anne Anthony
red squirrel,Poland,0.298,23.0,Male,52.211967,21.032924,Unknown,2024-04-13,Anne Anthony
hedgehog,Slovakia,0.8,23.0,Male,48.412843,18.872614,Unknown,2024-04-13,John Johnson
hedgehog,Slovakia,0.8,16.0,Male,48.407138,18.867247,Unknown,2024-04-13,John Johnson
hedgehog,Hungary,0.4,17.0,Female,47.509261,18.949967,Unknown,2024-04-14,Anne Anthony
lynx,Poland,20.0,90.0,Female,52.824608,23.817396,Unknown,2024-04-14,Anne Anthony
red squirrel,Hungary,0.297,18.0,Male,47.506306,18.946099,Unknown,2024-04-14,Anne Anthony
red squirrel,Hungary,0.308,20.0,Female,47.510068,18.947176,Unknown,2024-04-14,Anne Anthony
red squirrel,Hungary,0.268,19.0,Male,47.51106,18.939832,Unknown,2024-04-14,Anne Anthony
red squirrel,Germany,0.259,22.0,Male,48.160831,11.492403,Unknown,2024-04-14,Bob Bobson
European bison,Poland,700.0,286.0,Male,52.808503,23.69937,Unknown,2024-04-15,Anne Anthony
hedgehog,Hungary,0.7,15.0,Male,47.511427,18.948714,Unknown,2024-04-15,Anne Anthony
red squirrel,Poland,0.278,21.0,Female,52.211888,21.03235,Unknown,2024-04-15,Anne Anthony
red squirrel,Germany,0.339,19.0,Female,48.161422,11.491813,Unknown,2024-04-15,Bob Bobson
red squirrel,Germany,0.307,22.0,Male,48.16079,11.489549,Unknown,2024-04-15,Bob Bobson
red squirrel,Germany,0.256,20.0,Female,48.161009,11.491557,Unknown,2024-04-15,Bob Bobson
red squirrel,Germany,0.29,20.0,Male,48.160807,11.494219,Unknown,2024-04-15,Bob Bobson
red squirrel,Germany,0.323,18.0,Female,48.161794,11.494325,Unknown,2024-04-15,Bob Bobson
red squirrel,Germany,0.293,21.0,Male,48.161069,11.49303,Unknown,2024-04-15,Bob Bobson
red squirrel,Germany,0.326,18.0,Female,48.16087,11.49027,Unknown,2024-04-15,Bob Bobson
red squirrel,Germany,0.266,21.0,Female,48.16056,11.490806,Unknown,2024-04-15,Bob Bobson
hedgehog,Slovakia,0.5,18.0,Female,48.409909,18.867006,Unknown,2024-04-15,John Johnson
red squirrel,Czech Republic,0.317,19.0,Male,50.106373,14.347574,Unknown,2024-04-15,John Johnson
hedgehog,Hungary,0.5,19.0,Female,47.50643,18.947912,Unknown,2024-04-16,Anne Anthony
hedgehog,Hungary,0.6,15.0,Male,47.506663,18.94032,Unknown,2024-04-16,Anne Anthony
red squirrel,Hungary,0.254,20.0,Female,47.508169,18.947418,Unknown,2024-04-16,Anne Anthony
red squirrel,Germany,0.313,19.0,Male,48.161902,11.49458,Unknown,2024-04-16,Bob Bobson
red squirrel,Germany,0.2,14.0,Male,49.554765,11.0922,Unknown,2024-04-16,Bob Bobson
red squirrel,Germany,0.278,18.0,Female,49.558466,11.096048,Unknown,2024-04-16,Bob Bobson
hedgehog,Slovakia,0.6,25.0,Male,48.407605,18.876341,Unknown,2024-04-16,John Johnson
red squirrel,Poland,0.298,19.0,Female,52.212379,21.032913,Unknown,2024-04-17,Anne Anthony
hedgehog,Germany,0.7,21.0,Male,49.556052,11.081501,Unknown,2024-04-17,Bob Bobson
hedgehog,Germany,1.2,28.0,Male,49.55152,11.079537,Unknown,2024-04-17,Bob Bobson
hedgehog,Germany,0.5,18.0,Female,49.553737,11.087705,Unknown,2024-04-17,Bob Bobson
hedgehog,Germany,1.0,20.0,Male,49.560442,11.098395,Unknown,2024-04-17,Bob Bobson
hedgehog,Germany,0.9,25.0,Male,49.560723,11.084667,Unknown,2024-04-17,Bob Bobson
hedgehog,Germany,0.4,16.0,Female,49.55879,11.081218,Unknown,2024-04-17,Bob Bobson
red squirrel,Germany,0.294,20.0,Male,49.545857,11.076254,Unknown,2024-04-17,Bob Bobson
red squirrel,Germany,0.3,23.0,Female,49.554685,11.08345,Unknown,2024-04-17,Bob Bobson
hedgehog,Slovakia,1.1,23.0,Male,48.186112,17.090491,Unknown,2024-04-17,John Johnson
lynx,Slovakia,27.0,100.0,Male,48.411117,18.862265,Unknown,2024-04-17,John Johnson
red squirrel,Czech Republic,0.283,22.0,Female,50.106413,14.348204,Unknown,2024-04-17,John Johnson
red squirrel,Czech Republic,0.28,22.0,Female,50.107135,14.348206,Unknown,2024-04-17,John Johnson
European bison,Poland,405.0,220.0,Female,52.804031,23.683032,Unknown,2024-04-18,Anne Anthony
hedgehog,Germany,1.0,24.0,Male,49.561057,11.084334,Unknown,2024-04-18,Bob Bobson
hedgehog,Germany,0.6,11.0,Male,49.557055,11.101996,Unknown,2024-04-18,Bob Bobson
hedgehog,Germany,0.7,25.0,Male,49.554133,11.089674,Unknown,2024-04-18,Bob Bobson
hedgehog,Germany,0.6,22.0,Female,49.561174,11.102216,Unknown,2024-04-18,Bob Bobson
hedgehog,Germany,0.5,20.0,Male,49.563085,11.101392,Unknown,2024-04-18,Bob Bobson
hedgehog,Germany,0.9,25.0,Male,49.551318,11.085475,Unknown,2024-04-18,Bob Bobson
hedgehog,Germany,0.5,16.0,Female,49.556237,11.088639,Unknown,2024-04-18,Bob Bobson
hedgehog,Germany,0.8,17.0,Male,49.545768,11.086386,Unknown,2024-04-18,Bob Bobson
red squirrel,Czech Republic,0.326,23.0,Male,50.107313,14.348552,Unknown,2024-04-18,John Johnson
European bison,Poland,662.0,244.0,Female,52.809106,23.680095,Unknown,2024-04-19,Anne Anthony
red squirrel,Poland,0.341,23.0,Male,52.212042,21.033492,Unknown,2024-04-19,Anne Anthony
hedgehog,Austria,0.6,17.0,Female,47.319579,11.186061,Unknown,2024-04-19,Bob Bobson
hedgehog,Austria,0.9,25.0,Male,47.317974,11.187472,Unknown,2024-04-19,Bob Bobson
hedgehog,Austria,1.1,22.0,Male,47.316562,11.19116,Unknown,2024-04-19,Bob Bobson
hedgehog,Austria,1.2,24.0,Male,47.318191,11.189484,Unknown,2024-04-19,Bob Bobson
European bison,CC,656.0,245.0,Female,50.643056,14.843037,Unknown,2024-04-19,John Johnson
hedgehog,Slovakia,1.1,19.0,Female,48.187522,17.087251,Unknown,2024-04-19,John Johnson
hedgehog,Slovakia,1.1,29.0,Male,48.185406,17.084535,Unknown,2024-04-19,John Johnson
lynx,Czech Republic,12.0,52.0,Male,-78.582972,14.367993,Unknown,2024-04-19,John Johnson
lynx,Slovakia,24.0,81.0,Female,48.408549,18.87396,Unknown,2024-04-19,John Johnson
lynx,Czech Republic,22.0,83.0,Female,50.882924,14.368207,Unknown,2024-04-19,John Johnson
red squirrel,Poland,0.327,23.0,Male,52.212168,21.032304,Unknown,2024-04-20,Anne Anthony
red squirrel,Poland,0.337,24.0,Female,52.211797,21.03375,Basia,2024-04-20,Anne Anthony
red squirrel,Poland,0.318,24.0,Male,52.21247,21.033642,Unknown,2024-04-20,Anne Anthony
red squirrel,Poland,0.33,23.0,Male,52.211872,21.032296,Puchatek,2024-04-20,Anne Anthony
European bison,Poland,776.0,294.0,Male,52.805299,23.701093,Unknown,2024-04-21,Anne Anthony
hedgehog,Slovakia,0.8,18.0,Male,48.186208,17.089749,Unknown,2024-04-21,John Johnson
red squirrel,Poland,0.306,19.0,Female,52.212605,21.033877,Unknown,2024-04-22,Anne Anthony
red squirrel,Poland,0.349,20.0,Female,52.212001,21.033903,Unknown,2024-04-22,Anne Anthony
lynx,Czech Republic,23.0,78.0,Male,-78.582973,14.366824,Unknown,2024-04-22,John Johnson
hedgehog,Slovakia,0.7,16.0,Male,48.184231,17.091694,Unknown,2024-04-23,John Johnson
European bison,Poland,650.0,286.0,Female,52.812486,23.686231,Unknown,2024-04-24,Anne Anthony
red squirrel,Poland,0.271,19.0,Female,52.211797,21.032857,Unknown,2024-04-24,Anne Anthony
red squirrel,Poland,0.329,24.0,Female,52.212045,21.031986,Unknown,2024-04-24,Anne Anthony
lynx,Austria,20.0,90.0,Male,47.781188,14.385356,Unknown,2024-04-24,Bob Bobson
lynx,Austria,26.0,91.0,Female,47.780999,14.38212,Unknown,2024-04-24,Bob Bobson
hedgehog,Slovakia,0.6,15.0,Female,48.185648,17.083763,Unknown,2024-04-24,John Johnson
lynx,Poland,14.0,65.0,Female,52.851841,23.89158,Unknown,2024-04-25,Anne Anthony
red squirrel,Poland,0.311,21.0,Male,52.212203,21.032279,Unknown,2024-04-25,Anne Anthony
hedgehog,Slovakia,0.7,16.0,Male,48.185433,17.086216,Unknown,2024-04-26,John Johnson
red squirrel,Poland,0.29,24.0,Female,52.212763,21.032786,Unknown,2024-04-27,Anne Anthony
hedgehog,Slovakia,1.2,22.0,Male,48.186913,17.088174,Unknown,2024-04-27,John Johnson
hedgehog,Slovakia,0.7,24.0,Female,48.185649,17.088834,Unknown,2024-04-27,John Johnson
lynx,Poland,12.0,52.0,Male,52.848214,23.891978,Unknown,2024-04-28,Anne Anthony
lynx,Poland,27.0,95.0,Female,52.853843,23.919668,Unknown,2024-04-28,Anne Anthony
red squirrel,Poland,0.312,23.0,Male,52.21212,21.034268,Unknown,2024-04-28,Anne Anthony
hedgehog,Germany,0.5,20.0,Male,49.55324,11.074008,Unknown,2024-04-28,Bob Bobson
hedgehog,Germany,1.1,20.0,Female,49.551562,11.081737,Unknown,2024-04-28,Bob Bobson
hedgehog,Germany,0.6,18.0,Male,49.547376,11.079529,Unknown,2024-04-28,Bob Bobson
hedgehog,Germany,0.8,20.0,Male,49.560178,11.093259,Unknown,2024-04-28,Bob Bobson
hedgehog,Germany,0.8,19.0,Male,49.558968,11.106642,Unknown,2024-04-28,Bob Bobson
hedgehog,Slovakia,0.9,20.0,Male,48.18637,17.090384,Unknown,2024-04-28,John Johnson
hedgehog,Hungary,0.6,16.0,Female,47.506035,18.944528,Unknown,2024-04-29,Anne Anthony
red squirrel,Poland,0.27,21.0,Female,52.21239,21.034548,Basia,2024-04-29,Anne Anthony
hedgehog,Slovakia,1.1,23.0,Male,48.183848,17.082806,Unknown,2024-04-29,John Johnson
lynx,Slovakia,22.0,73.0,Male,48.410551,18.864866,Unknown,2024-04-29,John Johnson
red squirrel,Poland,0.292,20.0,Female,52.212433,21.032496,Unknown,2024-04-30,Anne Anthony
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,2024-05-03,James Johnson
red squirrel,Poland,0.305,19.0,Female,52.212746,21.033832,Unknown,2024-05-09,Anne Anthony
hedgehog,Slovakia,0.7,22.0,Male,48.23276,17.069049,Unknown,2024-05-09,John Johnson
hedgehog,Hungary,0.7,16.0,Male,47.509595,18.939751,Unknown,2024-05-10,Anne Anthony
hedgehog,Hungary,1.0,20.0,Male,47.511301,18.93974,Unknown,2024-05-10,Anne Anthony
red squirrel,Poland,0.264,21.0,Male,52.212148,21.033421,Unknown,2024-05-11,Anne Anthony
hedgehog,Germany,0.7,24.0,Male,49.56023,11.102233,Unknown,2024-05-11,Bob Bobson
hedgehog,Germany,1.1,19.0,Female,49.54841,11.078249,Unknown,2024-05-11,Bob Bobson
hedgehog,Slovakia,0.8,24.0,Female,48.239628,17.087298,Unknown,2024-05-11,John Johnson
hedgehog,Hungary,1.0,23.0,Female,47.507376,18.9396,Unknown,2024-05-12,Anne Anthony
red squirrel,Poland,0.266,20.0,Male,52.212429,21.032435,Unknown,2024-05-12,Anne Anthony
hedgehog,Slovakia,0.5,19.0,Male,48.231939,17.087688,Unknown,2024-05-12,John Johnson
red squirrel,Poland,0.266,21.0,Female,52.21284,21.034377,Unknown,2024-05-13,Anne Anthony
red squirrel,Poland,0.317,20.0,Female,52.212163,21.032633,Unknown,2024-05-13,Anne Anthony
hedgehog,Slovakia,1.0,18.0,Male,48.225014,17.081449,Unknown,2024-05-13,John Johnson
hedgehog,Hungary,0.6,17.0,Female,47.506311,18.947371,Unknown,2024-05-14,Anne Anthony
red squirrel,Poland,0.27,23.0,Female,52.212553,21.032768,Unknown,2024-05-14,Anne Anthony
hedgehog,Slovakia,0.7,22.0,Female,48.225116,17.086408,Unknown,2024-05-14,John Johnson
red squirrel,Poland,0.279,22.0,Male,52.212411,21.033173,Unknown,2024-05-15,Anne Anthony
hedgehog,Hungary,1.0,18.0,Female,47.507019,18.944015,Unknown,2024-05-16,Anne Anthony
hedgehog,Slovakia,0.4,13.0,Male,48.237386,17.078352,Unknown,2024-05-16,John Johnson
hedgehog,Hungary,0.3315,21.0,Male,47.510077,18.945646,Unknown,2024-05-17,Anne Anthony
hedgehog,Hungary,0.7,11.0,Female,47.507758,18.949223,Unknown,2024-05-17,Anne Anthony
red squirrel,Poland,0.28,19.0,Female,52.212542,21.033829,Unknown,2024-05-17,Anne Anthony
red squirrel,Poland,0.26,19.0,Male,52.212628,21.034494,Unknown,2024-05-17,Anne Anthony
red squirrel,Poland,0.294,24.0,Female,52.21294,21.034208,Unknown,2024-05-17,Anne Anthony
hedgehog,Slovakia,0.6,20.0,Male,48.235981,17.081698,Unknown,2024-05-17,John Johnson
hedgehog,Slovakia,0.8,16.0,Female,48.23493,17.084813,Unknown,2024-05-17,John Johnson
lynx,Slovakia,18.0,76.0,Male,48.412724,18.868878,Unknown,2024-05-17,John Johnson
red squirrel,Poland,0.306,21.0,Male,52.211896,21.033806,Unknown,2024-05-18,Anne Anthony
red squirrel,Poland,0.277,22.0,Male,52.211924,21.033243,Unknown,2024-05-18,Anne Anthony
hedgehog,Hungary,1.1,22.0,Female,47.510584,18.94173,Unknown,2024-05-19,Anne Anthony
hedgehog,Slovakia,0.6,19.0,Female,48.236605,17.071495,Unknown,2024-05-19,John Johnson
lynx,Slovakia,22.0,85.0,Male,48.411436,18.86478,Unknown,2024-05-19,John Johnson
red squirrel,Poland,0.341,21.0,Female,52.212295,21.034039,Unknown,2024-05-20,Anne Anthony
red squirrel,Poland,0.338,22.0,Female,52.212915,21.033226,Unknown,2024-05-21,Anne Anthony
red squirrel,Poland,0.311,19.0,Female,52.212601,21.032613,Unknown,2024-05-21,Anne Anthony
hedgehog,Slovakia,1.2,25.0,Male,48.231497,17.073128,Unknown,2024-05-21,John Johnson
hedgehog,Slovakia,0.4,16.0,Female,48.238634,17.074895,Unknown,2024-05-21,John Johnson
red squirrel,Poland,0.308,23.0,Male,52.212245,21.032988,Unknown,2024-05-22,Anne Anthony
red squirrel,Poland,0.308,22.0,Female,52.212583,21.032932,Unknown,2024-05-22,Anne Anthony
red squirrel,Poland,0.29,23.0,Male,52.212065,21.034571,Unknown,2024-05-23,Anne Anthony
hedgehog,Slovakia,0.5,16.0,Male,48.231214,17.084105,Unknown,2024-05-23,John Johnson
lynx,Czech Republic,21.0,91.0,Female,50.881878,14.371969,Unknown,2024-05-23,John Johnson
red squirrel,Poland,0.346,22.0,Female,52.212305,21.033921,Unknown,2024-05-24,Anne Anthony
hedgehog,Slovakia,0.7,20.0,Female,48.231411,17.075484,Unknown,2024-05-24,John Johnson
red squirrel,Poland,0.3315,21.0,Male,52.212906,21.03321,Unknown,2024-05-25,Anne Anthony
red squirrel,Poland,0.327,24.0,Female,52.82211,23.814403,Unknown,2024-05-26,Anne Anthony
hedgehog,Slovakia,0.8,18.0,Male,48.237588,17.090344,Unknown,2024-05-26,John Johnson
hedgehog,Slovakia,0.7,18.0,Female,48.232775,17.070226,Unknown,2024-05-27,John Johnson
red squirrel,Poland,0.274,23.0,Male,52.821631,23.813638,Unknown,2024-05-28,Anne Anthony
red squirrel,Poland,0.31,19.0,Female,52.821524,23.817037,Basia,2024-05-29,Anne Anthony
hedgehog,Slovakia,0.8,18.0,Male,48.22689,17.084025,Unknown,2024-05-29,John Johnson
lynx,Slovakia,25.0,101.0,Female,48.412941,18.863684,Unknown,2024-05-29,John Johnson
hedgehog,Slovakia,0.6,18.0,Female,48.237124,17.085811,Unknown,2024-05-30,John Johnson
red squirrel,Poland,0.315,24.0,Female,52.82295,23.81275,Unknown,2024-05-31,Anne Anthony
red squirrel,Poland,0.293,22.0,Female,52.820813,23.809086,Unknown,2024-05-31,Anne Anthony
red squirrel,Poland,0.302,24.0,Male,52.825793,23.811068,Unknown,2024-05-31,Anne Anthony
red squirrel,Poland,0.299,20.0,Female,52.820308,23.809736,Unknown,2024-05-31,Anne Anthony
hedgehog,Slovakia,0.6,15.0,Male,48.228141,17.089055,Unknown,2024-05-31,John Johnson
lynx,Slovakia,30.0,115.0,Male,48.408025,18.865229,Unknown,2024-05-31,John Johnson
red squirrel,Poland,0.325,20.0,Male,52.823959,23.817073,Unknown,2024-06-01,Anne Anthony
red squirrel,Poland,0.276,22.0,Male,52.825746,23.815204,Unknown,2024-06-01,Anne Anthony
red squirrel,Poland,0.298,24.0,Female,52.823595,23.814758,Unknown,2024-06-01,Anne Anthony
red squirrel,Poland,0.322,23.0,Male,52.825363,23.816829,Unknown,2024-06-01,Anne Anthony
red squirrel,Poland,0.344,22.0,Female,52.821958,23.811375,Unknown,2024-06-01,Anne Anthony
red squirrel,Poland,0.323,22.0,Female,52.823084,23.816106,Unknown,2024-06-01,Anne Anthony
hedgehog,Slovakia,0.6,15.0,Male,48.238913,17.065508,Unknown,2024-06-02,John Johnson
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,2024-06-03,James Johnson
hedgehog,Slovakia,0.7,14.0,Female,48.237762,17.067101,Unknown,2024-06-03,John Johnson
hedgehog,Slovakia,0.7,17.0,Female,48.238517,17.090268,Unknown,2024-06-03,John Johnson
hedgehog,Slovakia,0.7,24.0,Male,48.232384,17.067453,Unknown,2024-06-05,John Johnson
red squirrel,Czech Republic,0.324,19.0,Male,50.881376,14.367503,Unknown,2024-06-06,John Johnson
red squirrel,Czech Republic,0.324,19.0,Female,50.883325,14.372463,Unknown,2024-06-06,John Johnson
lynx,Slovakia,19.0,84.0,Female,48.408917,18.862915,Unknown,2024-06-07,John Johnson
red squirrel,Czech Republic,0.291,21.0,Female,50.881428,14.366689,Unknown,2024-06-08,John Johnson
red squirrel,Czech Republic,0.258,20.0,Male,50.882642,14.372818,Unknown,2024-06-08,John Johnson
red squirrel,Czech Republic,0.333,23.0,Male,50.883849,14.367353,Unknown,2024-06-10,John Johnson
red squirrel,Czech Republic,0.278,18.0,Female,50.884288,14.372837,Unknown,2024-06-11,John Johnson
lynx,Slovakia,23.0,95.0,Male,48.411736,18.874597,Unknown,2024-06-19,John Johnson
lynx,Slovakia,11.0,52.0,Female,48.41179,18.87165,Unknown,2024-06-19,John Johnson
lynx,Czech Republic,25.0,97.0,Female,50.881003,14.369286,Unknown,2024-06-30,John Johnson
lynx,Slovakia,15.0,65.0,Female,48.406339,18.841071,Unknown,2024-07-03,James Johnson
lynx,Slovakia,18.0,85.0,Male,48.411729,18.835591,Unknown,2024-07-03,James Johnson
red squirrel,Slovakia,0.297,20.0,Not determined,49.054132,22.411066,Unknown,2024-07-03,James Johnson
red squirrel,Slovakia,0.273,23.0,Female,49.055962,22.425527,Unknown,2024-07-03,James Johnson
red squirrel,Slovakia,0.254,19.0,Male,49.055646,22.412458,Unknown,2024-07-03,James Johnson
red squirrel,Slovakia,0.305,20.0,Female,49.05291,22.420861,Unknown,2024-07-03,James Johnson
red squirrel,Slovakia,0.327,19.0,Female,49.055547,22.411172,Unknown,2024-07-03,James Johnson
red squirrell,Slovakia,0.305,20.0,Male,49.054647,22.410445,Unknown,2024-07-03,James Johnson
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,2024-07-03,James Johnson
hedgehog,Slovakia,1.0,17.0,Male,48.226063,17.078596,Unknown,2024-07-05,James Johnson
hedgehog,Slovakia,0.6,16.0,Female,48.238067,17.090891,Unknown,2024-07-05,James Johnson
hedgehog,Slovakia,1.1,20.0,Female,48.23954,17.066719,Unknown,2024-07-05,James Johnson
red squirrel,Slovakia,0.327,23.0,Male,49.057284,22.423861,Unknown,2024-08-03,James Johnson
red squirrel,Slovakia,0.319,22.0,Female,49.054751,22.41916,Unknown,2024-08-03,James Johnson
red squirrel,Slovakia,0.303,20.0,Male,49.05593,22.424085,Unknown,2024-08-03,James Johnson
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,2024-08-03,James Johnson
lynx,Slovakia,12.0,61.0,Male,48.413928,18.835281,Unknown,2024-09-03,James Johnson
red squirrel,Slovakia,0.309,20.0,Female,49.057758,22.415169,Unknown,2024-09-03,James Johnson
red squirrel,Slovakia,0.332,19.0,Male,48.185695,17.090742,Unknown,2024-09-03,James Johnson
red squirrel,Slovakia,0.331,18.0,Female,48.18604,17.091147,Unknown,2024-11-03,James Johnson
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,,James Johnson
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,,James Johnson
red squirrel,Poland,0.3315,21.0,Male,49.560723,18.944015,Unknown,,James Johnson
hedgehog,Hungary,0.3315,21.0,Male,47.509755,18.949465,Unknown,,Anne Anthony
hedgehog,Hungary,0.9,16.0,Female,47.507053,18.943306,Unknown,,Anne Anthony
red squirrel,Poland,0.281,21.0,Male,52.211985,21.032869,Unknown,,Anne Anthony
hedgehog,Slovakia,0.6,19.0,Female,48.184621,17.089464,Unknown,,John Johnson
lynx,Slovakia,27.0,96.0,Male,48.406669,18.871602,Unknown,,John Johnson
lynx,Poland,13.0,63.0,Female,52.846379,23.90499,Unknown,,Anne Anthony
lynx,Poland,20.0,87.0,Female,52.852069,23.90087,Unknown,,Anne Anthony
